SiteID,856431,Site Timezone,-7,Data Timezone,-7,Longitude,-105.102600098,Latitude,39.6388206482
Year,Month,Day,Hour,Minute,wind direction at 100m (deg),wind speed at 100m (m/s)
2009,1,1,3,55,108.06,2.71
2009,1,1,4,0,101.68,2.67
2009,1,1,4,5,102.91,2.75
2009,1,1,4,10,108.43,2.83
2009,1,1,4,15,121.09,2.49
2009,1,1,4,20,143.54,2.42
2009,1,1,4,25,142.5,2.7600000000000002
2009,1,1,4,30,121.64,2.98
2009,1,1,4,35,108.24000000000001,3.1
2009,1,1,4,40,109.23,3.15
2009,1,1,4,45,122.82000000000001,3.33
2009,1,1,4,50,136.9,3.64
2009,1,1,4,55,149.44,4.17
2009,1,1,5,0,157.4,4.93
2009,1,1,5,5,159.57,5.13
2009,1,1,5,10,155.15,5.05
2009,1,1,5,15,149.05,4.41
2009,1,1,5,20,147.62,3.5100000000000002
2009,1,1,5,25,146.74,3.27
2009,1,1,5,30,132.91,3.5500000000000003
2009,1,1,5,35,117.10000000000001,3.64
2009,1,1,5,40,111.76,2.73
2009,1,1,5,45,131.77,2.07
2009,1,1,5,50,134.95,2.5100000000000002
2009,1,1,5,55,116.26,2.7
2009,1,1,6,0,93.03,2.5500000000000003
2009,1,1,6,5,82.62,2.68
2009,1,1,6,10,80.14,2.7
2009,1,1,6,15,66.14,2.0300000000000002
2009,1,1,6,20,87.2,2.05
2009,1,1,6,25,103.58,2.62
2009,1,1,6,30,147.38,0.71
2009,1,1,6,35,184.20000000000002,1.6300000000000001
2009,1,1,6,40,134.89000000000001,2.08
2009,1,1,6,45,128.89000000000001,0.65
2009,1,1,6,50,175.17000000000002,0.6
2009,1,1,6,55,129.51,1.55
2009,1,1,7,0,107.45,1.3800000000000001
2009,1,1,7,5,123.25,1.3900000000000001
2009,1,1,7,10,143.91,2.42
2009,1,1,7,15,200.95000000000002,2.43
2009,1,1,7,20,239.70000000000002,2.97
2009,1,1,7,25,201.5,1.7
2009,1,1,7,30,187.06,2.24
2009,1,1,7,35,186.23,3.12
2009,1,1,7,40,187.75,2.99
2009,1,1,7,45,189.33,2.43
2009,1,1,7,50,174.63,2.82
2009,1,1,7,55,165.31,3.52
2009,1,1,8,0,158.49,3.7800000000000002
2009,1,1,8,5,150.1,3.95
2009,1,1,8,10,144.1,3.85
2009,1,1,8,15,146.36,3.2800000000000002
2009,1,1,8,20,150.67000000000002,2.25
2009,1,1,8,25,130.98,1.84
2009,1,1,8,30,125.25,2.02
2009,1,1,8,35,146.75,1.4000000000000001
2009,1,1,8,40,177.4,1.03
2009,1,1,8,45,137.32,1.3
2009,1,1,8,50,119.87,1.67
2009,1,1,8,55,131.17000000000002,0.99
2009,1,1,9,0,174.55,1.53
2009,1,1,9,5,178.68,2.5500000000000003
2009,1,1,9,10,173.21,2.74
2009,1,1,9,15,165.26,2.63
2009,1,1,9,20,166.05,2.98
2009,1,1,9,25,178.67000000000002,3.52
2009,1,1,9,30,195.75,3.5700000000000003
2009,1,1,9,35,195.03,3.73
2009,1,1,9,40,189.86,4.22
2009,1,1,9,45,206.4,3.7
2009,1,1,9,50,209.1,3.14
2009,1,1,9,55,179.73,3.61
2009,1,1,10,0,173.1,2.72
2009,1,1,10,5,228.85,1.17
2009,1,1,10,10,186.84,1.56
2009,1,1,10,15,168.65,2.72
2009,1,1,10,20,174.57,2.94
2009,1,1,10,25,183.58,3.16
2009,1,1,10,30,187.95000000000002,3.47
2009,1,1,10,35,186.04,3.58
2009,1,1,10,40,189.9,3.46
2009,1,1,10,45,193.58,3.08
2009,1,1,10,50,187.17000000000002,2.57
2009,1,1,10,55,179.59,2.22
2009,1,1,11,0,180.8,1.83
2009,1,1,11,5,176.53,1.6500000000000001
2009,1,1,11,10,165.25,2.02
2009,1,1,11,15,164.62,2.25
2009,1,1,11,20,162.6,2.12
2009,1,1,11,25,160.81,2.2600000000000002
2009,1,1,11,30,165.36,2.6
2009,1,1,11,35,171.79,2.48
2009,1,1,11,40,178.74,2.34
2009,1,1,11,45,184.09,2.75
2009,1,1,11,50,188.5,3.13
2009,1,1,11,55,194.03,3.2
2009,1,1,12,0,197.66,3.5100000000000002
2009,1,1,12,5,196.96,4.2
2009,1,1,12,10,195.68,4.63
2009,1,1,12,15,196.27,4.5600000000000005
2009,1,1,12,20,195.27,4.46
2009,1,1,12,25,190.1,4.55
2009,1,1,12,30,186.65,4.5
2009,1,1,12,35,188.45000000000002,4.2700000000000005
2009,1,1,12,40,190.72,4.21
2009,1,1,12,45,187.34,4.25
2009,1,1,12,50,181.59,4.19
2009,1,1,12,55,178.26,4.09
2009,1,1,13,0,179.3,4.14
2009,1,1,13,5,181.01,4.3
2009,1,1,13,10,180.41,4.23
2009,1,1,13,15,178.49,3.97
2009,1,1,13,20,176.84,3.8000000000000003
2009,1,1,13,25,173.97,3.71
2009,1,1,13,30,168.79,3.59
2009,1,1,13,35,162.6,3.49
2009,1,1,13,40,157.15,3.46
2009,1,1,13,45,152.45000000000002,3.46
2009,1,1,13,50,148.3,3.44
2009,1,1,13,55,144.24,3.42
2009,1,1,14,0,139.56,3.42
2009,1,1,14,5,134.48,3.43
2009,1,1,14,10,129.59,3.45
2009,1,1,14,15,126.79,3.49
2009,1,1,14,20,127.15,3.6
2009,1,1,14,25,128.99,3.64
2009,1,1,14,30,130.78,3.5500000000000003
2009,1,1,14,35,132.11,3.3200000000000003
2009,1,1,14,40,132.33,3.16
2009,1,1,14,45,131.35,3.09
2009,1,1,14,50,130.85,3.02
2009,1,1,14,55,130.36,3.19
2009,1,1,15,0,130.01,3.71
2009,1,1,15,5,132.26,3.71
2009,1,1,15,10,135.82,2.99
2009,1,1,15,15,133.28,3.1
2009,1,1,15,20,128.75,4.0200000000000005
2009,1,1,15,25,125.86,4.25
2009,1,1,15,30,121.29,3.35
2009,1,1,15,35,117.27,2.68
2009,1,1,15,40,119.83,3.64
2009,1,1,15,45,121.73,5.09
2009,1,1,15,50,117.95,4.94
2009,1,1,15,55,107.17,3.11
2009,1,1,16,0,105.88,3.2600000000000002
2009,1,1,16,5,107.81,4.21
2009,1,1,16,10,38.480000000000004,0.99
2009,1,1,16,15,298.01,2.75
2009,1,1,16,20,224.77,1.6600000000000001
2009,1,1,16,25,166.83,2.1
2009,1,1,16,30,180.34,1.36
2009,1,1,16,35,286.09000000000003,1.28
2009,1,1,16,40,276.69,2.4
2009,1,1,16,45,218.15,2.19
2009,1,1,16,50,168.02,2.0300000000000002
2009,1,1,16,55,165.32,0.39
2009,1,1,17,0,113.71000000000001,1.03
2009,1,1,17,5,107.37,4.71
2009,1,1,17,10,85.87,4.19
2009,1,1,17,15,30.26,2.61
2009,1,1,17,20,61.4,2.44
2009,1,1,17,25,90.36,2.54
2009,1,1,17,30,55.07,2.02
2009,1,1,17,35,4.53,1.6500000000000001
2009,1,1,17,40,89.15,2.06
2009,1,1,17,45,72.63,2.1
2009,1,1,17,50,321.74,3.27
2009,1,1,17,55,310.33,5.97
2009,1,1,18,0,326.33,5.29
2009,1,1,18,5,341.52,4.45
2009,1,1,18,10,339.84000000000003,3.49
2009,1,1,18,15,342.77,4.8100000000000005
2009,1,1,18,20,335.55,7.25
2009,1,1,18,25,288.37,3.59
2009,1,1,18,30,268.24,2.99
2009,1,1,18,35,318.76,1.27
2009,1,1,18,40,124.93,0.24
2009,1,1,18,45,123.96000000000001,2.34
2009,1,1,18,50,73.51,1.69
2009,1,1,18,55,41.9,1.8
2009,1,1,19,0,88.49,2.9
2009,1,1,19,5,83.2,2.11
2009,1,1,19,10,134.66,1
2009,1,1,19,15,165.06,2.22
2009,1,1,19,20,156.84,1.6500000000000001
2009,1,1,19,25,146.73,1.93
2009,1,1,19,30,112.99000000000001,2.61
2009,1,1,19,35,52.99,1.99
2009,1,1,19,40,24.47,1.44
2009,1,1,19,45,23.79,0.86
2009,1,1,19,50,333.46,1.1300000000000001
2009,1,1,19,55,240.68,0.9400000000000001
2009,1,1,20,0,137.66,1.29
2009,1,1,20,5,4.14,0.33
2009,1,1,20,10,222.05,0.54
2009,1,1,20,15,166.93,2.36
2009,1,1,20,20,146.83,2.5500000000000003
2009,1,1,20,25,165.55,1.37
2009,1,1,20,30,143.56,2
2009,1,1,20,35,147.12,2.71
2009,1,1,20,40,158.27,1.92
2009,1,1,20,45,174.49,2.34
2009,1,1,20,50,157.19,3.35
2009,1,1,20,55,138.78,1.96
2009,1,1,21,0,199.01,0.9500000000000001
2009,1,1,21,5,217.39000000000001,2.2
2009,1,1,21,10,211.14000000000001,2.0300000000000002
2009,1,1,21,15,165.98,1.58
2009,1,1,21,20,115.23,3.68
2009,1,1,21,25,102.88,4.44
2009,1,1,21,30,104.42,3.73
2009,1,1,21,35,115.23,4.62
2009,1,1,21,40,115.71000000000001,5.3100000000000005
2009,1,1,21,45,105.38,2.97
2009,1,1,21,50,106.34,2.35
2009,1,1,21,55,113.21000000000001,4.61
2009,1,1,22,0,109.05,4.36
2009,1,1,22,5,95.61,2.62
2009,1,1,22,10,100.89,3.02
2009,1,1,22,15,100.27,3.8000000000000003
2009,1,1,22,20,79.47,2.67
2009,1,1,22,25,71.05,2.11
2009,1,1,22,30,89.83,3.0100000000000002
2009,1,1,22,35,76.95,2.81
2009,1,1,22,40,32.94,1.83
2009,1,1,22,45,56.83,1.69
2009,1,1,22,50,78.06,2.5100000000000002
2009,1,1,22,55,71.4,2.35
2009,1,1,23,0,76.79,2.2600000000000002
2009,1,1,23,5,90.28,3.44
2009,1,1,23,10,91.12,3.7600000000000002
2009,1,1,23,15,84.33,2.81
2009,1,1,23,20,79.71000000000001,2.7
2009,1,1,23,25,82.66,3.21
2009,1,1,23,30,81.59,2.89
2009,1,1,23,35,83.75,2.5100000000000002
2009,1,1,23,40,89.8,2.73
2009,1,1,23,45,90.99,2.43
2009,1,1,23,50,105.74000000000001,2.5
2009,1,1,23,55,123.47,3.9
2009,1,2,0,0,126.93,4.3500000000000005
2009,1,2,0,5,126.09,1.99
2009,1,2,0,10,246.47,0.59
2009,1,2,0,15,169.41,1.76
2009,1,2,0,20,151.48,4.07
2009,1,2,0,25,148.79,5.09
2009,1,2,0,30,155.66,4.44
2009,1,2,0,35,181.09,2.16
2009,1,2,0,40,213.87,1.97
2009,1,2,0,45,164.96,2.52
2009,1,2,0,50,140.39000000000001,4.26
2009,1,2,0,55,130.03,5.0600000000000005
2009,1,2,1,0,128.47,5.45
2009,1,2,1,5,139.71,5.44
2009,1,2,1,10,151.01,4.99
2009,1,2,1,15,161.96,3.62
2009,1,2,1,20,186.8,2.37
2009,1,2,1,25,208.4,1.95
2009,1,2,1,30,181.91,2.04
2009,1,2,1,35,139.51,3.44
2009,1,2,1,40,129.05,3.99
2009,1,2,1,45,141.82,1.7
2009,1,2,1,50,235.20000000000002,1.05
2009,1,2,1,55,273.08,1.75
2009,1,2,2,0,92.62,0.36
2009,1,2,2,5,107.27,3.25
2009,1,2,2,10,121.21000000000001,3.58
2009,1,2,2,15,124.16,3.33
2009,1,2,2,20,126.35000000000001,3.85
2009,1,2,2,25,150.11,3.56
2009,1,2,2,30,213.93,1.85
2009,1,2,2,35,237.26,1.59
2009,1,2,2,40,153.08,2.62
2009,1,2,2,45,112.94,1.81
2009,1,2,2,50,106.03,1.1300000000000001
2009,1,2,2,55,113.67,1.54
2009,1,2,3,0,138.34,1.44
2009,1,2,3,5,161.02,1.9000000000000001
2009,1,2,3,10,163.12,2.19
2009,1,2,3,15,169,2.2
2009,1,2,3,20,200.08,1.76
2009,1,2,3,25,234.57,2.14
2009,1,2,3,30,236.5,2.42
2009,1,2,3,35,235.26,2.49
2009,1,2,3,40,243.57,2.7
2009,1,2,3,45,241.39000000000001,2.82
2009,1,2,3,50,218.85,3.02
2009,1,2,3,55,205.28,3.85
2009,1,2,4,0,214.06,4.55
2009,1,2,4,5,233.3,5.14
2009,1,2,4,10,245.34,5.53
2009,1,2,4,15,241.99,5.55
2009,1,2,4,20,230.03,5.46
2009,1,2,4,25,221.3,5.72
2009,1,2,4,30,215.46,5.67
2009,1,2,4,35,212.91,4.99
2009,1,2,4,40,213.28,4.58
2009,1,2,4,45,218.48000000000002,4.63
2009,1,2,4,50,225.83,4.25
2009,1,2,4,55,227.79,3.22
2009,1,2,5,0,216.79,2.22
2009,1,2,5,5,199.06,1.93
2009,1,2,5,10,193.44,2.13
2009,1,2,5,15,193.19,2.29
2009,1,2,5,20,189.89000000000001,2.2800000000000002
2009,1,2,5,25,187.82,2.5
2009,1,2,5,30,193.35,3.16
2009,1,2,5,35,203.78,3.83
2009,1,2,5,40,212.72,4.3
2009,1,2,5,45,215.8,4.7
2009,1,2,5,50,218.11,5.19
2009,1,2,5,55,219.14000000000001,5.41
2009,1,2,6,0,215.78,5.03
2009,1,2,6,5,211.02,4.32
2009,1,2,6,10,207.22,3.61
2009,1,2,6,15,199.22,3.0100000000000002
2009,1,2,6,20,183.57,2.57
2009,1,2,6,25,176.24,2.37
2009,1,2,6,30,183.15,2.21
2009,1,2,6,35,194.34,2.11
2009,1,2,6,40,204.91,2.14
2009,1,2,6,45,206.71,2.25
2009,1,2,6,50,207.79,2.79
2009,1,2,6,55,213.32,3.7800000000000002
2009,1,2,7,0,219.92000000000002,4.6000000000000005
2009,1,2,7,5,227.41,5.08
2009,1,2,7,10,233.66,5.3
2009,1,2,7,15,236.06,5.45
2009,1,2,7,20,234.53,5.3
2009,1,2,7,25,230.12,4.98
2009,1,2,7,30,224.46,4.8500000000000005
2009,1,2,7,35,220.12,4.94
2009,1,2,7,40,218.07,5.03
2009,1,2,7,45,215.92000000000002,4.95
2009,1,2,7,50,211.82,4.71
2009,1,2,7,55,205.48000000000002,4.47
2009,1,2,8,0,199.62,4.59
2009,1,2,8,5,195.22,4.8
2009,1,2,8,10,193.04,4.64
2009,1,2,8,15,196.94,4.22
2009,1,2,8,20,201.06,3.69
2009,1,2,8,25,191.66,3.17
2009,1,2,8,30,178.41,2.88
2009,1,2,8,35,184.26,2.5
2009,1,2,8,40,187.47,2.29
2009,1,2,8,45,170.19,2.66
2009,1,2,8,50,165.35,2.87
2009,1,2,8,55,207.08,1.96
2009,1,2,9,0,263.22,2.0100000000000002
2009,1,2,9,5,290.46,1.18
2009,1,2,9,10,325.5,0.79
2009,1,2,9,15,330.15000000000003,1.08
2009,1,2,9,20,337.6,1.1400000000000001
2009,1,2,9,25,352.22,1.19
2009,1,2,9,30,357.07,1.23
2009,1,2,9,35,355.94,1.1400000000000001
2009,1,2,9,40,350.66,1.19
2009,1,2,9,45,348.43,1.48
2009,1,2,9,50,352.94,1.72
2009,1,2,9,55,2.31,1.6400000000000001
2009,1,2,10,0,27.02,1.22
2009,1,2,10,5,53.17,1
2009,1,2,10,10,10.03,0.96
2009,1,2,10,15,352.33,1.6500000000000001
2009,1,2,10,20,10.6,1.76
2009,1,2,10,25,26.91,1.58
2009,1,2,10,30,24.25,1.22
2009,1,2,10,35,12.91,1
2009,1,2,10,40,14.49,0.9400000000000001
2009,1,2,10,45,9.56,0.92
2009,1,2,10,50,341,1.2
2009,1,2,10,55,327.91,1.62
2009,1,2,11,0,326.34000000000003,1.8800000000000001
2009,1,2,11,5,327.53000000000003,2.2800000000000002
2009,1,2,11,10,330.35,2.59
2009,1,2,11,15,334.56,2.48
2009,1,2,11,20,335.59000000000003,2.21
2009,1,2,11,25,329.75,2.1
2009,1,2,11,30,321.57,2.0100000000000002
2009,1,2,11,35,311.54,1.84
2009,1,2,11,40,301.35,1.8
2009,1,2,11,45,297.28000000000003,2.02
2009,1,2,11,50,300.1,2.27
2009,1,2,11,55,306.54,2.33
2009,1,2,12,0,314.5,2.15
2009,1,2,12,5,323.88,1.6600000000000001
2009,1,2,12,10,336.3,0.98
2009,1,2,12,15,85.36,0.19
2009,1,2,12,20,170.56,0.46
2009,1,2,12,25,194.56,0.9500000000000001
2009,1,2,12,30,216.76,1.2
2009,1,2,12,35,240.15,1.3900000000000001
2009,1,2,12,40,260.65,1.59
2009,1,2,12,45,276.69,1.7
2009,1,2,12,50,289.27,1.6300000000000001
2009,1,2,12,55,301.34000000000003,1.37
2009,1,2,13,0,318.58,1.01
2009,1,2,13,5,348.91,0.72
2009,1,2,13,10,25.42,0.7000000000000001
2009,1,2,13,15,41.34,0.8300000000000001
2009,1,2,13,20,37.4,0.89
2009,1,2,13,25,15.76,0.9400000000000001
2009,1,2,13,30,348.54,1.17
2009,1,2,13,35,334.02,1.5
2009,1,2,13,40,328.37,1.85
2009,1,2,13,45,327.51,2.19
2009,1,2,13,50,329.25,2.41
2009,1,2,13,55,330.43,2.58
2009,1,2,14,0,331.45,2.7600000000000002
2009,1,2,14,5,335.66,2.88
2009,1,2,14,10,340.77,3.02
2009,1,2,14,15,343.58,3.21
2009,1,2,14,20,343.83,3.45
2009,1,2,14,25,341.39,3.83
2009,1,2,14,30,338.74,4.26
2009,1,2,14,35,339.54,4.41
2009,1,2,14,40,344.48,4.22
2009,1,2,14,45,353.51,3.86
2009,1,2,14,50,6.5600000000000005,3.38
2009,1,2,14,55,23.71,2.8000000000000003
2009,1,2,15,0,46.07,2.2600000000000002
2009,1,2,15,5,74.34,1.9100000000000001
2009,1,2,15,10,102.95,1.87
2009,1,2,15,15,119.3,2.12
2009,1,2,15,20,121.01,2.41
2009,1,2,15,25,114.95,2.67
2009,1,2,15,30,105.77,2.94
2009,1,2,15,35,95.97,3.33
2009,1,2,15,40,87.51,3.81
2009,1,2,15,45,81.61,4.21
2009,1,2,15,50,78.37,4.4
2009,1,2,15,55,78,4.39
2009,1,2,16,0,80.21000000000001,4.3100000000000005
2009,1,2,16,5,84.95,4.25
2009,1,2,16,10,91.94,4.14
2009,1,2,16,15,100,3.8000000000000003
2009,1,2,16,20,115.4,3.42
2009,1,2,16,25,137.97,3.33
2009,1,2,16,30,158.87,3.91
2009,1,2,16,35,167.88,4.63
2009,1,2,16,40,181.62,4.92
2009,1,2,16,45,196.01,4.97
2009,1,2,16,50,201.29,4.44
2009,1,2,16,55,197.25,3.46
2009,1,2,17,0,204.36,3
2009,1,2,17,5,211.37,2.7
2009,1,2,17,10,217.61,2.73
2009,1,2,17,15,226.17000000000002,3.62
2009,1,2,17,20,227.51,4.54
2009,1,2,17,25,227.3,5.3
2009,1,2,17,30,224.34,5.4
2009,1,2,17,35,227.26,5.8100000000000005
2009,1,2,17,40,228.23000000000002,5.88
2009,1,2,17,45,228.47,5.58
2009,1,2,17,50,228.87,5.16
2009,1,2,17,55,231.59,4.79
2009,1,2,18,0,238.20000000000002,4.57
2009,1,2,18,5,247.33,4.51
2009,1,2,18,10,252.62,4.91
2009,1,2,18,15,251.84,5.8500000000000005
2009,1,2,18,20,249.64000000000001,7.11
2009,1,2,18,25,247.65,8.32
2009,1,2,18,30,244.56,9.22
2009,1,2,18,35,240.97,9.96
2009,1,2,18,40,238.36,10.83
2009,1,2,18,45,236.89000000000001,11.73
2009,1,2,18,50,236.06,12.27
2009,1,2,18,55,236.87,12.31
2009,1,2,19,0,236.61,11.96
2009,1,2,19,5,233.3,11.68
2009,1,2,19,10,231.71,11.89
2009,1,2,19,15,230.64000000000001,11.8
2009,1,2,19,20,227.77,11.61
2009,1,2,19,25,225.02,11.65
2009,1,2,19,30,222.49,11.5
2009,1,2,19,35,219.46,10.950000000000001
2009,1,2,19,40,216.37,10.41
2009,1,2,19,45,214.37,10.33
2009,1,2,19,50,214.43,10.74
2009,1,2,19,55,216.22,11.33
2009,1,2,20,0,218.41,11.78
2009,1,2,20,5,219.52,11.9
2009,1,2,20,10,219.88,11.870000000000001
2009,1,2,20,15,220.89000000000001,11.8
2009,1,2,20,20,222.75,11.66
2009,1,2,20,25,224.29,11.35
2009,1,2,20,30,225.56,10.98
2009,1,2,20,35,229.25,10.52
2009,1,2,20,40,235.02,10.09
2009,1,2,20,45,240.07,10.14
2009,1,2,20,50,243.38,10.53
2009,1,2,20,55,245.78,10.96
2009,1,2,21,0,247.63,11.53
2009,1,2,21,5,246.95000000000002,12.22
2009,1,2,21,10,245.81,12.59
2009,1,2,21,15,244.81,12.81
2009,1,2,21,20,244.78,13.19
2009,1,2,21,25,245.94,13.52
2009,1,2,21,30,245.83,13.58
2009,1,2,21,35,244.70000000000002,13.59
2009,1,2,21,40,244.04,13.64
2009,1,2,21,45,243.04,13.5
2009,1,2,21,50,243.32,13.030000000000001
2009,1,2,21,55,244.16,12.43
2009,1,2,22,0,245.32,12.36
2009,1,2,22,5,248.88,12.790000000000001
2009,1,2,22,10,251.83,12.98
2009,1,2,22,15,252.93,13.030000000000001
2009,1,2,22,20,253.36,13.200000000000001
2009,1,2,22,25,253.68,13.120000000000001
2009,1,2,22,30,253.02,12.950000000000001
2009,1,2,22,35,250.84,13.07
2009,1,2,22,40,248.96,13.44
2009,1,2,22,45,249.33,13.41
2009,1,2,22,50,250.61,12.870000000000001
2009,1,2,22,55,251.91,12.67
2009,1,2,23,0,251.70000000000002,12.97
2009,1,2,23,5,250.47,13.25
2009,1,2,23,10,251.05,13.07
2009,1,2,23,15,252.63,12.94
2009,1,2,23,20,251.9,13.4
2009,1,2,23,25,250.66,13.66
2009,1,2,23,30,250.19,13.56
2009,1,2,23,35,249.86,13.26
2009,1,2,23,40,249.41,13.030000000000001
2009,1,2,23,45,249.12,12.700000000000001
2009,1,2,23,50,249.11,12.26
2009,1,2,23,55,249.68,11.92
2009,1,3,0,0,250.22,12.06
2009,1,3,0,5,249.64000000000001,12.32
2009,1,3,0,10,248.05,12.38
2009,1,3,0,15,246.74,12.23
2009,1,3,0,20,247.06,11.96
2009,1,3,0,25,249.17000000000002,11.57
2009,1,3,0,30,252.33,11.02
2009,1,3,0,35,255.67000000000002,10.4
2009,1,3,0,40,258.51,9.870000000000001
2009,1,3,0,45,260.87,9.53
2009,1,3,0,50,262.36,9.38
2009,1,3,0,55,263.52,9.200000000000001
2009,1,3,1,0,264.74,8.86
2009,1,3,1,5,266.33,8.22
2009,1,3,1,10,270.52,7.19
2009,1,3,1,15,278.98,6.29
2009,1,3,1,20,280.29,6.24
2009,1,3,1,25,280.36,6.34
2009,1,3,1,30,279.62,6.5200000000000005
2009,1,3,1,35,279.86,6.65
2009,1,3,1,40,283.35,6.59
2009,1,3,1,45,289.38,6.16
2009,1,3,1,50,297.69,5.26
2009,1,3,1,55,306.49,3.8200000000000003
2009,1,3,2,0,317.97,3
2009,1,3,2,5,325.34000000000003,2.7600000000000002
2009,1,3,2,10,331.59000000000003,2.4
2009,1,3,2,15,334.17,2.09
2009,1,3,2,20,328.99,2.19
2009,1,3,2,25,323.07,2.6
2009,1,3,2,30,324.13,2.5500000000000003
2009,1,3,2,35,332.64,1.8800000000000001
2009,1,3,2,40,342.23,0.98
2009,1,3,2,45,160.22,0.31
2009,1,3,2,50,145.19,0.89
2009,1,3,2,55,147.36,1.29
2009,1,3,3,0,151.13,1.46
2009,1,3,3,5,155.32,1.35
2009,1,3,3,10,152.39000000000001,1.05
2009,1,3,3,15,138.64000000000001,0.8300000000000001
2009,1,3,3,20,126.62,0.76
2009,1,3,3,25,116.94,0.74
2009,1,3,3,30,111.16,0.54
2009,1,3,3,35,232.88,0.28
2009,1,3,3,40,348.94,0.51
2009,1,3,3,45,8.22,0.44
2009,1,3,3,50,12.23,0.49
2009,1,3,3,55,313.16,1.19
2009,1,3,4,0,305.92,2.75
2009,1,3,4,5,312.54,3.34
2009,1,3,4,10,317.73,3.24
2009,1,3,4,15,312.35,3.27
2009,1,3,4,20,307.96,3.37
2009,1,3,4,25,313,2.61
2009,1,3,4,30,317.95,1.76
2009,1,3,4,35,300.66,2.46
2009,1,3,4,40,305.1,3.64
2009,1,3,4,45,326.02,3.25
2009,1,3,4,50,346.6,2.58
2009,1,3,4,55,357.52,1.77
2009,1,3,5,0,13.46,1.05
2009,1,3,5,5,45.61,1.11
2009,1,3,5,10,74.76,1.6400000000000001
2009,1,3,5,15,98.17,2.3000000000000003
2009,1,3,5,20,114.07000000000001,2.87
2009,1,3,5,25,124.33,3.08
2009,1,3,5,30,132.93,3.12
2009,1,3,5,35,139.5,3.42
2009,1,3,5,40,144.78,4
2009,1,3,5,45,150.28,4.86
2009,1,3,5,50,155.15,5.61
2009,1,3,5,55,158.69,5.63
2009,1,3,6,0,160.71,4.79
2009,1,3,6,5,165.64000000000001,4
2009,1,3,6,10,174.70000000000002,2.83
2009,1,3,6,15,203.32,1.1300000000000001
2009,1,3,6,20,315.84000000000003,0.96
2009,1,3,6,25,328.7,2.32
2009,1,3,6,30,330.98,3.27
2009,1,3,6,35,335.26,3.92
2009,1,3,6,40,338.18,4.68
2009,1,3,6,45,344.56,5.16
2009,1,3,6,50,359.36,5.26
2009,1,3,6,55,20.48,5.33
2009,1,3,7,0,34.86,5.89
2009,1,3,7,5,38.01,6.48
2009,1,3,7,10,36.99,6.67
2009,1,3,7,15,37.11,6.61
2009,1,3,7,20,39.84,6.7
2009,1,3,7,25,43.87,6.87
2009,1,3,7,30,47.86,6.95
2009,1,3,7,35,51.07,7.03
2009,1,3,7,40,52.99,7.1000000000000005
2009,1,3,7,45,53.660000000000004,7.17
2009,1,3,7,50,51.89,7.16
2009,1,3,7,55,45.26,7.24
2009,1,3,8,0,36.67,7.99
2009,1,3,8,5,25.23,7.65
2009,1,3,8,10,3.87,8.15
2009,1,3,8,15,359.33,9.59
2009,1,3,8,20,2.75,9.17
2009,1,3,8,25,357.8,9.94
2009,1,3,8,30,355.51,11.540000000000001
2009,1,3,8,35,0.14,13.1
2009,1,3,8,40,2.94,12.6
2009,1,3,8,45,2.92,12.280000000000001
2009,1,3,8,50,5.13,11.38
2009,1,3,8,55,7.22,10.39
